,osmanlica,turkce
6258,پرستا,Perestâ
6259,پرستاری,Perestârî
6260,پرستان,Perestân
6261,پرستش,Perestiş
6262,پرستك,Piristek
6263,پرستنده,Perestende
6264,پرستار,Perestâr
6265,پرستو,Piristû
6266,پرسته,Pereste
6267,پرسم,Pürsem
6268,پرسوز,Pürsûz
6269,پرسياوش,Persiyâveş
6270,پرسه,Pürse
6271,پرشكال,Pürşigâl
6272,پرشهی,Perşehî
6273,پرغور,Purğûr
6274,پركار,Pergâr
6275,پركاره,Pergâre
6276,پركاس,Perkâs
6277,پركاله,Perkâle
6278,پركاوش,Perkâveş
6279,پركاه,Perkâh
6280,پركست,Pergest
6281,پركنج,Pürkenec
6282,پرنده,Pergende
6283,پركنه,Pergene
6284,پركينه,Pürkîne
6285,پرماسه,Permâse
6286,پرماه,Permâh
6287,پرمر,Permer
6288,پرمكس,Perimekes
6289,پرمه,Pürme
6290,پرنا,Pernâ
6291,پرند,Perend
6292,پرندا,Perendâh
6293,پرنداور,Perendâver
6294,پرندوش,Perendûş
6295,پرندوشينه,Perendûşine
6296,پرنده,Perende
6297,پرندهچراغ,Perendeçerâğ
6298,پرنو,Pernû
6299,پرنيان,Perniyân
6300,پرنيان,PerniyânHuy
6301,پرنيش,Pernîş
6302,پروا,Pervâ
6303,پرباره,Pervâre
6304,پروار,Pervâr
6305,پرواری,Pervârî
6306,پرواز,Pervâz
6307,پروازه,Pervâze
6308,پرواس,Pervâs
6309,پرواش,Pervâş
6310,پرواك,Pervâk
6311,پروانه,Pervâne
6312,پروای,Pervây
6313,پروثای,PerüPay
6314,پرور,Perver
6315,پروۀدكار,Perverdigâr
6316,پرورده,Perverde
6317,پرورش,Perveriş
6318,رپورش,Perverişâmûz
6319,پرورنده,Perverende
6320,پروره,Pervere
6321,پروری,Perverî
6322,پروريش,Perverîş
6323,پروز,Pervez
6324,پروژ,Pervej
6325,پروند,Pervend
6326,پروه,Perve
6327,پرويز,Pervîz
6328,پرويزن,Pervîzen
6329,پرويش,Pervîş
6330,پروين,Pervîn
6331,پره,Perre
6332,پرهاسيا,Perre    iÂsyâ
6333,پرهسر,Pereser
6334,پرهون,Perhûn
6335,پرهيز,Perhîz
6336,پرهيزكار,Perhîzkâr
6337,پری,Perî
6338,پریافسای,Perîefsây
6339,پریپيكر,Perîpeyker
6340,پريچه,Perîçe
6341,پريدار,Perîdâr
6342,پریرخ,Perîruh
6343,پریرخسار,Perîruhsâr
6344,پرير,Perîr
6345,پریرو,Perîrû
6346,پریز,Perîz
6347,پریزاد,Perîzâd
6348,پريزه,Perîze
6349,پریسای,Perîsây
6350,پریشان,Perîşân
6351,پريشانی,Perîşânî
6352,پرشك,Pizişk
6353,پزذاع,Pezdâğ
6354,پزكر,Pezger
6355,پژمرده,Pejmürde
6356,پژوه,Pijüve
6357,پزيرفت,Pezîreft
6358,پژ,Pej
6359,پژ,Püj
6360,پژار,Pejâr
6361,پژاژ,Pejâj
6362,پژغ,Pejağ
6363,پژغاب,Pejğâb
6364,پژقله,Pejkale
6365,پژك,Püjk
6366,پژم,Pejm
6367,پژم,Püjem
6368,پژموی,Püjmuy
6369,پژن,Püjn
6370,پژنكار,Pejengâr
6371,پژنكر,Pejenger
6372,پژواك,Pejvâk
6373,پژول,Pejûl
6374,پژوی,Pejvey
6375,پژوه,Pejuh
6376,پژوهندكی,Pejühendegî
6377,پژوهيده,Pejühîde
6378,پژه,Püje
6379,پژيدن,Püjîden
6380,پژيژ,Pejîj
6381,پژيژه,Pejîje
6382,پس,Pes
6383,پسادست,Pesâdest
6384,پساو,Pesâv
6385,پساوند,Pesâvend
6386,پست,Pest
6387,پستان,Pistân
6388,پستر,Pister
6389,پستراهنك,Pisterâhenk
6390,پستنك,Pistenek
6391,پسته,Piste
6392,پسته,Peste
6393,پستيوار,Pestîvâr
6394,پسخور,Peshûr
6395,پسر,Püser
6396,پسرو,Pesrev
6397,پسكله,Peskele
6398,پسمانده,Pesmânde
6399,پسند,Pesend
6400,پسندر,Püsender
6401,پسندره,Pesende
6402,پسنديده,Pesendîde
6403,پدسور,Pesver
6404,پسين,Pesîn
6405,پش,Peş
6406,پشت,Püşt
6407,پشتپا,Püşt    iPâ
6408,پشتپازن,Püşt    iPâzen
6409,پشتبست,Püşt    iBest
6410,پشترم,Püştürm
6411,پشتكر,Peştger
6412,پشتماز,Püştmâz
6413,پشتمازه,Püştmâze
6414,پشتمزه,Püştmeze
6415,پسوق,Pestûk
6416,پشتمال,Püştemâl
6417,پشواره,Püştâre
6418,پشتوان,Püştân
6419,پشته,Püşte
6420,پشتی,Puştî
6421,پشتيبان,Puştîbân
6422,پشرو,Peşrev
6423,پشك,Peşek
6424,پشك,Peşk
6425,پشك,Pişk
6426,پشك,Püşek
6427,پشكول,Peşkûl
6428,پشل,Pişil
6429,پشم,Peşm
6430,پشمدوات,Peşm    iDevât
6431,پشمه,Peşme
6432,پشمين,Peşmîn
6433,پشمينه,Peşmîne
6434,پشن,Peşen
6435,پشنك,Peşenk
6436,پشه,Peşşe
6437,پشهخانه,Peşşehâne
6438,پشيز,Peşîz
6439,پشيره,Peşîze
6440,پشيزهنشان,Peşîzenişân
6441,پشيمان,Peşîmân
6442,پشيمانی,Peşîmânî
6443,پشف,Püf
6444,پفره,Pefre
6445,پك,Pük
6446,پك,Pek
6447,پكمسمات,Pekemsemât
6448,پل,Pel
6449,پل,Pül
6450,پلاده,Pelâde
6451,پلازور,Pelâzûr
6452,پلاس,Pelâs
6453,پلانی,Pelânî
6454,پلاو,Pelâv
6455,پلاچی,Pülçî
6456,پلخ,Pelh
6457,پلسك,Pelesk
6458,پلسكی,Peleskî
6459,پلشت,Peleşt
6460,پلك,Pilik
6461,پلك,Pelek
6462,پلنجاسف,Pelencâsef
6463,پلنك,Pelenk
6464,پلنكی,Pelengî
6465,پلنكین,Pelengîn
6466,پلنكینه,Pelengîne
6467,پلوت,Pelût
6468,پلوز,Pelûz
6469,پلوس,Pelûs
6470,پله,Pele
6471,پله,Püle
6472,پله,Pile
6473,پلیته,Pelîte
6474,پلید,Pelîd
6475,پناغ,Penâğ
6476,پناكیر,Penâgîr
6477,پنام,Penâm
6478,پناور,Penâver
6479,پناوه,Penâve
6480,پناكاه,Penâgâh
6481,پناه,Penâh
6482,پنبه,Penbe
6483,پنبهپز,Penbepüz
6484,پنبهزار,Penbezâr
6485,پنبهزن,Penbezen
6486,پنج,Penc
6487,پنجاه,Pencâh
6488,پنجايك,Pencâyek
6489,پنجاهه,Pencâhe
6490,پنجيا,Pencpâ
6491,پنجپايه,Pencpâye
6492,پنجره,Pencere
6493,پنجش,Penciş
6494,پنجشك,Püncüşk
6495,پنجشكزبان,PüncüşkZebân
6496,پنجشنبه,Pencüşenbe
6497,پنجكانه,Pencgâne
6498,پنجكوشه,Penckûşe
6499,پنجم,Pencüm
6500,پنجه,Pençe
6501,پنجه,Pünce
6502,پنچهٔبيچاره,Pençe    iBîçâre
6503,پنچهٔدزديده,Pençe    iDüzdîde
6504,پنچير,Pencîr
6505,پن,d    Pend
6506,پند,Pind
6507,پندار,Pindâr
6508,پندار,Pündâr
6509,پندنامه,Pendnâme
6510,پندو,Pindû
6511,پندوز,Pendûz
6512,پنك,Pink
6513,پنكارٔ,Pinkâr
6514,پنكان,Pinkân
6515,پنكاه,Pengâh
6516,پنهاله,Penhâle
6517,پنهان,Pünhân
6518,پنير,Penîr
6519,پنيرك,Penîrek
6520,پنيزه,Penîze
6521,پو,Pû
6522,پوب,Pûb
6523,پوبك,Pûbek
6524,پوته,Pûte
6525,پوج,Bûc
6526,پود,Pûd
6527,پور,Pûr
6528,پورازر,Pûrâzer
6529,پورمند,Pûrmend
6530,پوز,Pûz
6531,پوزش,Pûziş
6532,پوزن,Pûzen
6533,پوزنج,Pûzinc
6534,پوزينه,Pûzîne
6535,پوژينه,Pûjîne
6536,پوست,Post
6537,پوستپوش,Postpoş
6538,پوستين,Postîn
6539,پوسيده,Pûsîde
6540,پوش,Poş
6541,پوشش,Pûşiş
6542,پوشنده,Pûşende
6543,پوشه,Pûşe
6544,پوشيده,Pûşîde
6545,پوشيدهچشم,Pûşîdeçeşm
6546,پوك,Pûl
6547,پولاد,Polâd
6548,پويا,Pûyâ
6549,پويان,Pûyân
6550,پهره,Pehre
6551,پهرهدار,Pehredâr
6552,پهلو,Pehlev
6553,پهلو,Pehlû
6554,پهلوزند,Pehlûzened
6555,پهلوكند,Pehlûkuned
6556,پهلوان,Pehlevân
6557,پهن,Pehn
6558,پهنا,Pehnâ
6559,پهناور,Pehnâver
6560,پهناوری,Pehnâverî
6561,پهين,Pehîn
6562,پی,Pey
6563,پیاپی,Peyâpey
6564,پیاده,Piyâde
6565,پياله,Piyâle
6566,پیازك,Piyâzek
6567,پیاز,Piyâz
6568,پیازو,Piyâzû
6569,پیاستو,Piyâsto
6570,پیام,Peyâm
6571,پیامآور,Peyâmâver
6572,پیاموش,Peyâmûş
6573,پیامبر,Peyâmber
6574,پیچ,Pîç
6575,پیچاپیچ,Pîçâpîç
6576,پیچند,Pîçend
6577,پیچان,Pîçân
6578,پيچدار,Pîçdâr
6579,پیچش,Pîçiş
6580,پیچيده,Pîçîde
6581,پیخ,Pîh
6582,پید,Pîd
6583,پیدا,Peydâ
6584,پیدرپی,Peyderpey
6585,پیر,Pîr
6586,پيراد,Pîrâd
6587,پیخال,Pîhâl
6588,پیرار,Pîrâr
6589,پیرا,Pîrâ
6590,پیراسته,Pîrâste
6591,پیراكند,Pîrâkend
6592,پیرامش,Pîramiş
6593,پیرامن,Pîrâmen
6594,پیرامون,Pîrâmûn
6595,پیرامنكرد,Pîrâmengerd
6596,پیراهن,Pîrâhen
6597,پیرای,Pîrây
6598,پیرايش,Pîrâyiş
6599,پیراينده,Pîrâyende
6600,پیرايه,Pîrâye
6601,پیرايهبخش,Pîrâyebahş
6602,پيرايهده,Pîrâyedih
6603,پیرايهساز,Pîrâyesâz
6604,پیرجيس,Pîrcîs
6605,پیرزاد,Pîrzâd
6606,پیرزن,Pîrzen
6607,پیرحال,Pîrhâl
6608,پیرو,Peyrev
6609,پیروز,Pîrûz
6610,پیروه,Pîrûze
6611,پیرهزن,Pîrezen
6612,پیرهن,Pîrehen
6613,پيری,Pîrî
6614,پیسپر,Peysiper
6615,پیسه,Pîse
6616,پیش,Pîş
6617,پیشاپيش,Pîşâpîş
6618,پیشانداز,Pîşendâz
6619,پیشانی,Pîşânî
6620,پیشانیبند,Pîşânîbend
6621,پیشآهنك,Pîşâhenk
6622,پیشادست,Pîşâdest
6623,پیشپا,Pîşpâ
6624,پیشبار,Pîşbâr
6625,پیشباره,Pîşbâre
6626,پیشپار,Pîşpâr
6627,پیشباز,Pîşbâz
6628,پیشبین,Pîşbîn
6629,پیشتخته,Pîştahta
6630,پیشتر,Pîşter
6631,پیشخانه,Pîşhâne
6632,پیشخوان,Pîşhân
6633,پیشخورد,Pîşhord
6634,پیشخيمه,Pîşhayme
6635,پیشداد,Pîşdâd
6636,پیشدار,Pîşdâr
6637,پیشدستی,Pîşdestî
6638,پیشرس,Pîşres
6639,پیشرو,Pîşrev
6640,پیشطاق,Pîştâk
6641,پیشكار,Pîşkâr
6642,پيشكاه,Pîşgâh
6643,پيشكاهی,Pîşgâhî
6644,پیشكر,Pîşgir
6645,پیشكش,Pîşkeş
6646,پیشكی,Pîşegî
6647,پیشكیر,Pîşgîr
6648,پیشمزد,Pîşmüzd
6649,پیشنماز,Pîş    iNemâz
6650,پیشنماد,Pîşnihâd
6651,پیشوا,Pîşvâ
6652,پیشه,Pîşe
6653,پیشهكار,Pîşekâr
6654,پیشهكاه,Pîşegâh
6655,پیشهكر,Pîşeger
6656,پیشهوار,Pîşevâr
6657,پیشهور,Pîşever
6658,پیشی,Pîşî
6659,پیشياب,Pîşyâb
6660,پیشيار,Pîşyâr
6661,پیشياره,Pîşyâre
6662,پیشين,Pîşîn
6663,پیشينه,Pîşîne
6664,پیشينان,Pîşîniyân
6665,پیغاره,Peyğâre
6666,پیغاله,Peyğâle
6667,پیغام,Peyğâm
6668,پیغامبر,Peyğâmber
6669,پیغامبری,Peyğâmberî
6670,پیعامكذار,Peyğâmgüzâr
6671,پیغمبر,Peyğamber
6672,پیغميری,Peyğamberî
6673,پیغوله,Peyğûle
6674,پیغولهزار,Peyğûlezâr
6675,پیك,Peyk
6676,پیكار,Pîkâr
6677,پیكان,Peykân
6678,پیكان,Pikân
6679,پیكر,Peyger
6680,پیكفلك,Peyk    iFelek
6681,پیكند,Peygend
6682,پیلو,Pîlû
6683,پیلپا,Pîlpâ
6684,پیلبان,Pîlbân
6685,پیلبانی,Pîlbânî
6686,پیلتن,Pîlten
6687,پیلزور,Pilzûr
6688,پیلاسته,Pîlâste
6689,پیلهبينی,Pîle    iBînî
6690,پیما,Peymâ
6691,پیمان,Peymân
6692,پیمانه,Peymâne
6693,پینوك,Pînûk
6694,پیمانی,Peymânî
6695,پینهدوز,Pinedoz
6696,پیموده,Peymûde
6697,پینكی,Pînegî
6698,پیواز,Pîvâz
6699,پیور,Pîver
6700,پیوست,Peyvest
6701,پیوسته,Peyveste
6702,پیوسيدن,Puyûsîden
6703,پیوند,Peyvend
6704,پیونده,Peyvende
6705,پیوژه,Peyveje
6706,پیوستكان,Peyvestegân
6707,پیوك,Peyûk
6708,پیوكانی,Peyûkânî
6709,پیوه,Pîve
6710,پیواسته,Pîvâste
6711,پیه,Pîh
6712,پیهكست,Pîhkist
6713,پیهورده,Pîhverde
6714,ت,T
6715,تا,Tâ
6716,تاء,Tâ
6717,تاب,Tâb
6718,تابان,Tâbân
6719,تابآبر,Tâbâver
6720,تابخانه,Tâbhâne
6721,تابداده,Tâbdâde
6722,تابدار,Tâbdâr
6723,تابدان,Tâbdân
6724,تابستان,Tâbistân
6725,تأبد,Teebbüd
6726,تابش,Tâbiş
6727,تأبط,Teebbut
6728,تابستانی,Tâbistânî
6729,تابشان,Tâbişân
6730,تابع,Tâbi'
6731,تابعين,Tâbi'în
6732,تابس,Teebbüs
6733,تابق,Teebbuk
6734,تابل,Teebbül
6735,تأبه,Teebbuh
6736,تابه,Tâbe
6737,تأبيخ,Te'bîh
6738,تأبيس,Te'bîs
6739,تابناك,Tâbnâk
6740,تابنده,Tâbende
6741,تابوت,Tâbût
6742,تأبيد,Te'bîd
6743,تئابی,Teâbiyy
6744,تأبين,Teâbîn
6745,تأبيه,Te'biye
6746,تأبيه,Te'bîh
6747,تأتلی,Tâtlî
6748,تاتوك,Tâtûk
6749,تاتول,Tâtûl
6750,تأثر,Teessür
6751,تأثف,Teessüf
6752,تأثم,Teessüm
6753,تأثيث,Te'sîs
6754,تأثل,Teessül
6755,تأثير,Te'sîr
6756,تأثيل,Te'sîl
6757,تأثيم,Te'sîm
6758,تاج,Tâc
6759,تاجبخش,Tâcbahş
6760,تأجج,Teeccüc
6761,تاجدار,Tâcdâr
6762,تاجدارانه,Tâcdârâne
6763,تاجداری,Tâcdârî
6764,تاجر,Tâcir
6765,تاجل,Teeccül
6766,تاجيج,Te'cîc
6767,تاجيل,Te'cîl
6768,تاجه,Tâce
6769,تاخت,Tâht
6770,تأخی,Teehhî
6771,تأخر,Teahhür
6772,تأخير,Te'hîr
6773,تأدب,Teeddüb
6774,تأدم,Teeddüm
6775,تأدی,Teeddî
6776,تأديب,Te'dîb
6777,تأديه,Te'diye
6778,تأذی,Teezzî
6779,تأذين,Te'zîn
6780,تار,Târ
6781,تارات,Târât
6782,تاراج,Târâc
6783,تارتار,Târtâr
6784,تاراجكر,Târâcger
6785,تاراش,Târâş
6786,تاران,Târân
6787,تارد,Târed
6788,تارب,Teerrüb
6789,تارك,Târek
6790,تارك,Târik
6791,تارم,Târim
6792,تارمار,Târmâr
6793,تارويود,Târüpûd
6794,تاروپو,Târüpûr
6795,تاروتور,Târütûr
6796,تارومار,Târumâr
6797,تارعنكبوت,Târ    ıAnkebût
6798,تاره,Târe
6799,تأريب,Te'rîb
6800,تأريث,Te'rîs
6801,تارنج,Târîh
6802,تأريق,Te'rîk
6803,تأريك,Te'rîk
6804,تاز,Tâz
6805,تأزر,Teezzür
6806,تازكی,Tâzegî
6807,تازنده,Tâzende
6808,تازه,Tâze
6809,تازی,Tâzî
6810,تازيانه,Tâziyâne
6811,تأزير,Te'zîr
6812,تأسر,Teessür
6813,تأسف,Teessüf
6814,تأسن,Teessün
6815,تاسمه,Tâsma
6816,تاسه,Tâsa
6817,تأسی,Teessî
6818,تأسيد,Te'sîd
6819,تأسيس,Te'sîs
6820,تأسين,Te'sîn
6821,تأسيه,Te'siye
6822,تأشيب,Te'şîb
6823,تأصيص,Te'sîs
6824,تافته,Tâfta
6825,تأفيف,Te'fîf
6826,تأفيل,Te'fîl
6827,تاك,Tâk
6828,تأفيك,Te'fîk
6829,تأكد,Teekküd
6830,تأكل,Teekkül
6831,تأكيد,Te'kîd
6832,تاكدانه,Tâkdâne
6833,تأكيل,Te'kîl
6834,تال,Tâl
6835,تالاج,Tâlâc
6836,تالاش,Tâlâş
6837,تالان,Tâlân
6838,تألب,Teellüb
6839,تالد,Tâlid
6840,تألد,Teellüd
6841,تألف,Teellüf
6842,تالسان,Tâlesân
6843,تألم,Teellüm
6844,تالی,Tâlî
6845,تأليف,Te'lîf
6846,تأليفكرده,Te'lîfkerde
6847,تام,Tâmm
6848,تأمر,Teemmür
6849,تأمل,Teemmül
6850,تأمم,Teemmüm
6851,تأمن,Teemmün
6852,تأمی,Teemmî
6853,تأميت,Te'mît
6854,تاميل,Te'mîl
6855,تأميل,Te'mîm
6856,تأمين,Te'mîn
6857,تأنث,Teennüs
6858,تأنس,Teennüs
6859,تأنف,Teennüf
6860,تأنق,Teennuk
6861,تأنی,Teennî
6862,تأنيث,Te'nîs
6863,تأنيف,Te'nîf
6864,تأنيق,Te'nîk
6865,تاو,Tâv
6866,تأود,Teevvüd
6867,تأول,Teevvül
6868,تاوه,Tâva
6869,تأوی,Teevvî
6870,تأويد,Te'vîd
6871,تأويه,Te'viye
6872,تأويل,Te'vîl
6873,تأويلعقد,Te'vîl    iAkd
6874,تأويل,Te'vîl    iMülk
6875,تأويلی,Te'vîlî
6876,تأويم,Te'vîm
6877,تأهب,Teehhüb
6878,تأهل,Teehhül
6879,تأهيل,Te'hîl
6880,تآيب,Tâib
6881,تأيد,Teeyyüd
6882,تائق,Tâik
6883,تأييد,Te'yîd
6884,تأييدات,Te'yîdât
6885,تأييس,Te'yîs
6886,تأيم,Teeyyüm
6887,تب,Teb
6888,تب,Tebb
6889,تباب,Tebâb
6890,تبادل,Tebâdül
6891,تبار,Tebâr
6892,تبادر,Tebâdür
6893,تبار,Tebârr
6894,تبارز,Tebârüz
6895,تبارك,Tebarek
6896,تبارك,Tebârük
6897,تباری,Tebârî
6898,تباشير,Tebâşîr
6899,تباشر,Tebâşür
6900,تباصر,Tebâsur
6901,تباطؤ,Tebâtu
6902,تباع,Tebâ'
6903,تباع,Tibâ'
6904,تباعة,Tebâ'a
6905,تباعد,Tebâ'üd
6906,تباعل,Tebâ'ül
6907,تباغض,Tebâğuz
6908,تباغی,Tebâğî
6909,تباقی,Tebâkî
6910,تباكی,Tebâkî
6911,تبانة,Tebâne
6912,تبانجه,Tebanca
6913,تباه,Tebâh
6914,تباهث,Tebâhüs
6915,تباهی,Tebâhî
6916,تبايع,Tebâyü'
6917,تباين,Tebâyün
6918,تبتل,Tebettül
6919,تبتيل,Tebtîl
6920,تبثر,Tebessür
6921,تبثيث,Tebsîs
6922,تبثير,Tebsîr
6923,تبجر,Tebeccür
6924,تبجيل,Tebcîl
6925,تبحر,Tebehhur
6926,تبخال,Tebhâl
6927,تبخاله,Tebhâle
6928,تبخالهدار,Tebhâledâr
6929,تبختر,Tebehtür
6930,تبخر,Tebehhur
6931,تبخير,Tebhîr
6932,تبخل,Tebehhul
6933,تبخيل,Tebhîl
6934,تبدٔا,Tebeddü
6935,تبدد,Tebeddüd
6936,تبذير,Tebzîr
6937,تبدل,Tebeddül
6938,تبديد,Tebdîd
6939,تبدع,Tebeddü'
6940,تبديع,Tebdî'
6941,تبديل,Tebdîl
6942,تبر,Teber
6943,تبر,Tibr
6944,تبرخ,Teberrüc
6945,تبرد,Teberrüd
6946,تبردار,Teberdâr
6947,تبرر,Teberrür
6948,تبرز,Teberrüz
6949,تبرزين,Teberzîn
6950,تبرزن,Teberzen
6951,تبرطم,Tebertum
6952,تبرض,Teberruz
6953,تبرع,Teberru'
6954,تبرعا,Teberru'an
6955,تبرقع,Teberku'
6956,تبرك,Teberrük
6957,تبركا,Teberrüken
6958,تبرؤ,Teberrü
6959,تبری,Teberrî
6960,تبرئه,Tebrie
6961,تبريد,Tebrîd
6962,تبرير,Tebrîr
6963,تبريز,Tebrîz
6964,تبرتز,Tibrîz
6965,تبريق,Tebrîk
6966,تبريك,Tebrîk
6967,تبزده,Tebzede
6968,تبزق,Tebezzuk
6969,تبزل,Tebezzül
6970,تبزيل,Tebzîl
6971,تبسر,Tebessür
6972,تبسط,Tebassut
6973,تبسل,Tebessül
6974,تبسم,Tebessüm
6975,تبسيق,Tebsîk
6976,تبشبش,Tebeşbüş
6977,تبشير,Tebşîr
6978,تبصبص,Tebasbus
6979,تبصر,Tebassur
6980,تبصره,Tebsira
6981,تبصل,Tebassul
6982,تبصير,Tebsîr
6983,تبضيع,Tebzî'
6984,تبطن,Tebattun
6985,تبطل,Tebattul
6986,تبطين,Tebtîn
6987,تبطيه,Tebtıye
6988,تبع,Tebe'
6989,تبعض,Teba'uz
6990,تبعث,Teba'us
6991,تبعه,Tebe'a
6992,تبعية,Tebe'iyye
6993,تبعيد,Teb'îd
6994,تبعيض,Teb'îz
6995,تبغض,Tebağğuz
6996,تبغيل,Tebğîl
6997,تبقر,Tebakkur
6998,تبقی,Tebakkî
6999,تبقيه,Tebkıye
7000,تبكم,Tebekküm
7001,تبكيه,Tebkiye
7002,تبلخ,Tebelluh
7003,تبلد,Tebellüd
7004,تبكيت,Tebkît
7005,تبلر,Tebellür
7006,تبلغ,Tebellüğ
7007,تبلل,Tebellül
7008,تبله,Tebellüh
7009,تبليغ,Teblîğ
7010,تبليل,Teblîl
7011,تبليه,Teblîh
7012,تبن,Tebn
7013,تبنی,Tebennî
7014,تبيت,Tebnît
7015,تبنيه,Tebniye
7016,تبول,Tebevvül
7017,تبولسكری,Tebevvül    iSükkerî
7018,تبقع,Tebevvü'
7019,تبويب,Tebvîb
7020,تبيه,Tebeh
7021,تبهر,Tebehhür
7022,تبهكارٔ,Tebekâr
7023,تبهل,Tebehhül
7024,تبهم,Tebehhüm
7025,تبهيج,Tebhîc
7026,تبيان,Tibyân
7027,تبيت,Tebeyyüt
7028,تبيض,Tebayyuz
7029,تبيع,Tebî'
7030,تبين,Tebeyyün
7031,تبييت,Tebyît
7032,تبيره,Tebîre
7033,تبيض,Tebyîz
7034,تبيين,Tebyîn
7035,تتابع,Tetâbu'
7036,تتارك,Tetârük
7037,تتالی,Tetâlî
7038,تتبع,Tetebbu'
7039,تتبيب,Tetbîb
7040,تتبير,Tetbîr
7041,تتبيع,Tetbî'
7042,تترب,Teterrüb
7043,تترتب,Tetrîb
7044,تترع,Teterru'
7045,تترف,Teterrüf
7046,تتق,Tütuk
7047,تتلع,Tetellü'
7048,تتلی,Tetellî
7049,تتلیه,Tetliye
7050,تتمه,Tetümme
7051,تتمیم,Tetmîm
7052,تتوبه,Tetvibe
7053,تتوج,Tetevvüc
7054,تتويج,Tetvîc
7055,تثاقل,Tesâkul
7056,تثابر,Tesâbür
7057,تثألل,Teselül
7058,تثاؤب,Tesâüb
7059,تثبت,Tesebbüt
7060,تثبط,Tesebbut
7061,تثيت,Tesbît
7062,تثتم,Tesettüm
7063,تثجير,Tescîr
7064,تثريب,Tesrîb
7065,تثفتل,Teseftül
7066,تثقب,Tesakkub
7067,تثقيب,Teskîb
7068,تثقيف,Teskîf
7069,تثقيل,Teskîl
7070,تثلم,Tesellüm
7071,تثليم,Teslîm
7072,تثلیث,Teslîs
7073,تثلیخ,Teslîh
7074,تثمير,Tesmîr
7075,تثميم,Tesmîm
7076,تثمين,Tesmîn
7077,تثنی,Tesennî
7078,تثنيه,Tesniye
7079,تثوب,Tesevvüb
7080,تثويب,Tesvîb
7081,تثوير,Tesvîr
7082,تثيب,Teseyyüb
7083,تخاب,Tecâbb
7084,تخاثی,Tecâsî
7085,تخاحد,Tecâhud
7086,تخادع,Tecâdu'
7087,تجادل,Tecâdül
7088,تجاذب,Tecâzüb
7089,تجار,Tüccâr
7090,تجارب,Tecârüb
7091,تخاذل,Tecâzül
7092,تجارت,Ticâret
7093,تجازر,Tecâzür
7094,تجاذی,Tecâzî
7095,تجاسر,Tecâsür
7096,تجافيف,Tecâfîf
7097,تخالد,Tecâlüd
7098,تجالس,Tecâlüs
7099,تجالل,Tecâlül
7100,تجانب,Tecânüb
7101,تجاوب,Tecâvüb
7102,تجاور,Tecâvür
7103,تجاوز,Tecâvüz
7104,تجاول,Tecâvül
7105,تجاه,Ticâh
7106,تجاهد,Tecâhüd
7107,تجاهل,Tecâhül
7108,تجاهر,Tecâhür
7109,تجاهم,Tecâhüm
7110,تجبر,Tecebbür
7111,تجبير,Tecbîr
7112,تجبيرعظام,Tecbîr    iIzâm
7113,تجبن,Tecebbün
